user name,post date,post stars,user comment,images
Олеся П.,2 Мая 2022,60%,"[' бабушкин вариант,оставила для похода ']",n/a
Лидия Л.,2 Мая 2022,100%,"['        Достоинства       Удобная сумка для магазина, много можно положить. Крепкая. ']",n/a
Евгения Н.,30 Апреля 2022,100%,[' Качество хорошее. Ожидала несколько больше по размеру '],n/a
Людмила Д.,30 Апреля 2022,100%,"['        Достоинства       Очень классная легкая удобная сумка. Качество пошива ', '        Недостатки       Нет ', '        Комментарий       Искала такую давно. Спасибо производителю!!! ']",n/a
Виктория,29 Апреля 2022,100%,['        Достоинства       Очень легкая и красивая  '],n/a
Наталья Я.,29 Апреля 2022,100%,"['        Достоинства       классная сумка шоппер на повседневку, стильно смотрится ', '        Недостатки       клёпка долго не прожила ', '        Комментарий       прочная, в ней даже картошку носить можно👍😂 ']",n/a
Светлана Г.,27 Апреля 2022,100%,"['        Достоинства       вместительная ', '        Недостатки       не регулируемые ручки. ', '        Комментарий       отличная сумка ']",n/a
Елена В.,26 Апреля 2022,100%,"['        Достоинства       Удобная  ', '        Недостатки       Нет ', '        Комментарий       Легкая, качественно сшита. ']",n/a
Матвеева О.,26 Апреля 2022,80%,"['        Недостатки       не очень удобная, горловина сумки узкая, по задумке фасона, но это существенно сужает обзор. в саму сумку поместятся ключи, телефон, еще кое-что негаборитное. но, учитывая размер ручек, нести что-то белее тяжелое будет крайне неудобно  ']",n/a
Нина М.,25 Апреля 2022,100%,"['        Достоинства       качество💥 ', '        Недостатки       нет ', '        Комментарий       больная вместительная стильная  ']",n/a
Гузель С.,25 Апреля 2022,100%,"['        Достоинства       миленькая, взяла на повседневку, достаточно объемная для меня, качество норм, внутри карманчик на замке, сама сумка застёгивается на магнитную кнопку.  ']",n/a
Галина К.,24 Апреля 2022,100%,"['        Достоинства       очень симпатичная сумка  ', '        Недостатки        есть ограничители но это при носке оказалось плюсом ']",n/a
Елена М.,22 Апреля 2022,100%,"['        Достоинства       Хорошо смотрится,качество отличное, ровные швы ', '        Недостатки       нет  ', '        Комментарий       Всем рекомендую,в магазинах похожие стоят намгого дороже ']",n/a
No Name,21 Апреля 2022,100%,"['        Достоинства       молодежная ', '        Недостатки       нет ', '        Комментарий       хорошо прошита, есть карман небольшой с молнией. закрывается на клепку с магнитом, что удобно.  рекомендую к покупке, всё понравилось. ']",n/a
Татьяна Ш.,21 Апреля 2022,100%,"['        Достоинства       удобная,вместительная,легкая ', '        Недостатки       нет ', '        Комментарий       спасибо производителю и ozon ']",n/a
Галина Д.,21 Апреля 2022,100%,"['        Достоинства       прочная, качественная ', '        Комментарий       удобная сумка через плечо и красивая.  ']",n/a
Света В.,20 Апреля 2022,100%,"['        Достоинства       Отличное качество, удобный размер, актуальный дизайн.  ', '        Комментарий       Рекомендую  ']",n/a
Наталия С.,20 Апреля 2022,100%,"['        Достоинства       прекрасная сумка,очень удобная,с кармашком внутри на молнии,и застежка кнопка. ', '        Недостатки       нет. ', '        Комментарий       удобная,цвет приятный,большая вместимость,да и вообще очень хорошая вещь. ']",n/a
No Name,18 Апреля 2022,80%,"['        Достоинства       Сама сумка классная понравилась, очень качественно сшита ', '        Недостатки       прислал  не тот ращмер и другой фасон ', '        Комментарий       Но оставила  дочери, себе закажу того фасона, что хотелось ']",n/a
Ольга К.,18 Апреля 2022,100%,"['        Достоинства       Сумка качественная, вместительная, стильная. Ну, очень понравилась. ', '        Недостатки       Нет ', '        Комментарий       Обязательно закажу ещё другой расцветки. СПАСИБО БОЛЬШОЕ за такую замечательную вещицу. ']",n/a
Ирина К.,17 Апреля 2022,60%,"['        Недостатки       постоянно слетает с плеча. а в руке носить - ручка длинная. ', '        Комментарий       в общем нерлохая сумка ']",n/a
No Name,17 Апреля 2022,100%,"['        Достоинства       Отличная сумка шопер. Все аккуратно сшито. Не одной лишней ниточки, все ровно прошито. Очень крепкая и вместительная. ', '        Недостатки       нет ', '        Комментарий       Советую к приобретению. Подойдёт любому возрасту ']",n/a
Ольга С.,17 Апреля 2022,100%,"['        Достоинства       очень хорошая, прочная, красивая ', '        Недостатки       нет ', '        Комментарий       брала для спортивного зала, понравилось качество, все что надо помещается ']",n/a
Татьяна ,17 Апреля 2022,100%,"['        Достоинства       Очень хорошая,вместительная,красивая сумка.Плотный материал,качественно прошитые швы.Смотрится очень стильно! ', '        Недостатки       нет ', '        Комментарий       рекомендую! ']",n/a
Ткачёва З.,16 Апреля 2022,100%,"['        Достоинства       Сумка хорошего качества. Купила на лето серого цвета.  Чёрного цвета была куплена на зиму.  ', '        Недостатки       Нет ', '        Комментарий       Лёгкая, удобная, хорошего качества ']",n/a
Елена Р.,13 Апреля 2022,100%,"['        Достоинства       хороший размер, сшита идеально. Сумка и в пир и в мир. Можно в магазин сходить, в поездку взять, на тренировку сходить! ', '        Недостатки       нет ', '        Комментарий       именно то, что хотела! рекомендую к покупке! ']",n/a
Светлана В.,11 Апреля 2022,60%,"['        Достоинства       Вместительная ', '        Недостатки       Положили не ту форму сумка ', '        Комментарий       Сумка качественная. Мне понравилась. Снимаю две звезды за невнимательность. Я заказывала квадратную форму, а положили ромб. ']",n/a
Ирина И.,10 Апреля 2022,100%,"['        Достоинства       классссс ', '        Недостатки       нет ', '        Комментарий       отличная ']",['https://cdn1.ozone.ru/s3/rp-photo-1/wc500/b399b4d9-3f2b-4260-8f7f-d3004cd8e3ee.jpeg']
Надежда Т.,8 Апреля 2022,100%,"['        Достоинства       Давно искала такого формата сумку. Очень вместительная и стильно смотрится и с курткой и с пальто. Хожу с ней в спорт зал и в бассейн, всё вмещается, очень удобно. Закажу такую же вторую👍 ']",n/a
Екатерина Д.,9 Марта 2022,100%,['        Достоинства       очень комфортная и стильная сумка. с удовольствием ношу '],['https://cdn1.ozone.ru/s3/rp-photo-1/wc500/dc19dcc2-71e4-40a2-9878-788e3d2075d1.jpeg']
Кристина Б.,30 Января 2022,100%,"['        Достоинства       Лёгкая, вместительная сумка. ', '        Недостатки       Внутри всего один карман на замке. ', '        Комментарий       Хотелось бы больше карманов и вместо кнопки молнию. А так, за свою цену хорошая сумка. ']",['https://cdn1.ozone.ru/s3/rp-photo-3/wc500/b1d18dd2-b874-48f0-8acc-2271838a70b7.jpeg']
Olga A.,23 Января 2022,100%,"['        Достоинства       Стильная сумка- шопер. Качество на высоте. Цвет при дневном свете темнее, чем картинке.  ', '        Недостатки       нет ', '        Комментарий       Прошито всё ровно, аккуратно, скажу даже идеально. Внутри кармашек на замочке. Сумка удобная и вместительная ']",['https://cdn1.ozone.ru/s3/rp-photo-4/wc500/2e63a530-7051-4919-bd2a-e4127ed73ac1.jpeg']
Ирина Д.,8 Февраля 2022,100%,"['        Достоинства       Отличная качественная сумка, хорошо прошита, нитки не торчат, симпатично смотрится. ', '        Недостатки       Пока не вижу. ']",['https://cdn1.ozone.ru/s3/rp-photo-4/wc500/d1ad848d-b90d-4919-bdaa-8d2bbba4a87a.jpeg']
Татьяна А.,6 Февраля 2022,100%,"['        Достоинства       хорошо и качественно прошита. ', '        Недостатки       нет ', '        Комментарий       Сумка понравилась.Внутри один кармашек-довольно глубокий.Застегивается на кнопочку. ']",['https://cdn1.ozone.ru/s3/rp-photo-4/wc500/8c235720-5805-41b3-ada7-ddf1bedef729.jpeg']
Максим Б.,4 Февраля 2022,100%,"['        Достоинства       отличного качества, материал пропитка,   вместительная ']",['https://cdn1.ozone.ru/s3/rp-photo-1/wc500/087593ac-b051-4631-af5e-103cdcbd7744.jpeg']
Анастасия К.,2 Января 2022,100%,"['        Достоинства       удобная ', '        Недостатки       нету ', '        Комментарий       советую брать ']","['https://cdn1.ozone.ru/s3/rp-photo-2/wc500/b539f4d3-7074-4755-a2ec-47fc129dfa22.jpeg', 'https://cdn1.ozone.ru/s3/rp-photo-2/wc500/8daee8c0-fcb3-45dc-8b03-a7b5496cf36a.jpeg']"
Ирина Г.,2 Февраля 2022,100%,"['        Достоинства       хороший пошив ', '        Комментарий       понравилась ']",['https://cdn1.ozone.ru/s3/rp-photo-1/wc500/a2125a41-0b0d-494e-9613-20c0f6ba673b.jpeg']
Нина Г.,29 Декабря 2021,100%,"[' Мне нравится, что на кнопке, без молнии. Легкая, качественная сумка на каждый день. ']",['https://cdn1.ozone.ru/s3/rp-photo-5/wc500/40321135-ae69-4c93-bb15-8fee3a67a77b.jpeg']
Кристина С.,30 Января 2022,100%,"[' Вместительная,хорошая сумка ']",['https://cdn1.ozone.ru/s3/rp-photo-3/wc500/0141d48d-6125-417c-a0e4-17524e07e748.jpeg']
